City,State,Population over 16 Years,Labor Force,Civilian Labor Force,Employed,Unemployed,Armed Forces,Not In Labor Force,Female Population,Female Labor Force,Female Civilian Labor Force,Female Employed,Have Children Under 6 Years,Have Children Under 6 Years And All Parents in Labor Force,Have Children Between 6 And 17 Years,Have Children Between 6 And 17 Years And All Parents In Labor Force,DP03_0018E,Commute Via Personal Vehicle,Commute Via Carpool,Commute Via Public Transportation,Commute Via Foot,Commute Via Other Means,Worked From Home,Mean Travel Time In Minutes,DP03_0026E,Occupation Management Business Science and Arts,Occupation Service,Occupation Sales and Office,Occupation Natural Resources Construction And Maintenance,Occupation Production Transportation and Material Moving,DP03_0032E,Industry Agriculture Forestry Fishing Hunting And Mining,Industry Construction,Industry Manufacturing,Industry Wholesale,Industry Retail,Industry Transportation Warehousing and Utilities,Industry Information,Industry Finance Insurance Real Estate Rental and Leasing,Industry Professional Scientific Management Administrative and Waste,Industry Educational Health Care And Social Assistance,Industry Arts Entertainment Recreation Accomodation And Food Services,Industry Other Services,Industry Public Administration,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,Total Households,Total Household Income Less than $10K,Total Household Income $10K-$15K,Total Household Income $15K-$25K,Total Household Income $25K-$35K,Total Household Income $35K-$50K,Total Household Income $50K-$75K,Total Household Income $75K-$100K,Total Household Income $100K-$150K,Total Household Income $150K-$200K,Total Household Income $200K Or More,Median Household Income,Mean Household Income,With Earnings,Mean Earnings,With Social Security,Mean Social Security Income,With Retirement Earnings,Mean Retirements Income,With Supplemental Income,Mean Supplemental Income,With Cash Public Assistance,Mean Cash Public Assistance Income,With Food Stamp/SNAP Benefits In The Past 12 Months,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,Median Family Income,Mean Family Income,Per Capita Income,DP03_0089E,Median Nonfamily Income,Mean Nonfamily Income,Median Earnings for Workers,Median Earnings for Full Time Males,Median Earnings for Full Time Females,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E
Augusta,ME,102483,65050,64961,62956,2005,89,37433,53439,31686,31678,30826,5980,4391,15067,11484,60682,49167,5208,33,2150,297,3827,22.9,62956,26815,9136,13393,5994,7618,62956,1729,5390,5086,1215,8526,2189,1045,2342,4430,18994,4673,2038,5299,62956,44477,12064,6283,132,54480,3428,2756,5181,4933,8425,9514,8033,7974,1923,2313,55389,73143,40109,75697,20383,17647,13905,23627,3194,11335,1177,1305,6420,31868,1174,454,1688,2711,4247,5074,6087,6842,1499,2092,76956,91767,32418,22612,35208,43078,35708,47862,40898,120653,108131,81662,45869,12522,24288,2355,72251,57092,55144,47814,45294,4168,7330,1948,1389,420,1096,559,15159,12935,6444,8292,2224
Austin,TX,1779784,1272275,1271096,1223139,47957,1179,507509,895535,588527,588403,564767,160877,104230,323782,238650,1204161,897663,109907,23134,24577,22825,126055,27.7,1223139,599349,186006,246835,89307,101642,1223139,10659,98420,87525,26857,121208,47475,31484,88435,208945,248804,115132,69306,68889,1223139,948576,185653,84801,4109,818084,38006,18706,47265,47504,89541,138537,110775,148230,83844,95676,80954,109564,708773,106605,163769,20735,152237,32286,24384,10182,8049,3642,52241,508202,14864,6637,24160,24170,42967,72468,70734,105628,65812,80762,99227,129121,41957,309882,55046,73639,41179,60477,47461,2209919,1908614,1617076,486375,301305,531967,58277,1434502,1189319,1146290,975142,942472,54930,171148,43029,28840,23290,8457,14189,245183,190138,147042,57150,55045
Bakersfield,CA,665025,387347,383683,352979,30704,3664,277678,323870,169559,169520,155329,78358,50015,166643,96999,347891,283230,42671,3546,2107,4051,12286,24.2,352979,101501,60783,67768,70572,52355,352979,50940,28028,21985,7253,35627,25031,4108,10410,30594,70001,27323,14321,27358,352979,264871,63948,23599,561,272888,15195,17425,31836,27508,36361,47108,28156,37677,17576,14046,53067,75669,210998,78886,73347,17405,54994,29334,17243,10713,13179,5142,46194,199179,8726,7569,19825,20705,26598,34020,23315,30372,15335,12714,61124,83430,24524,73709,30789,48783,30306,51022,39531,873613,804058,452316,431288,69555,273230,7977,500399,360987,332971,295398,227959,78858,37573,28016,21977,7671,15059,6039,139412,122315,52611,79820,17097
Baltimore,MD,2258125,1507588,1486538,1420003,66535,21050,750537,1185741,746420,742839,708964,189528,138489,390273,303167,1412890,1084099,110775,82685,35884,21880,77567,31.7,1420003,710315,228096,267686,83744,130162,1420003,5780,83091,70789,28684,130489,69249,20254,94559,214354,375103,113473,72338,141840,1420003,1050645,294970,71049,3339,1062901,59736,28203,61437,68758,100150,164491,135603,201964,103973,138586,83160,110712,842653,112517,318644,20127,289728,32038,51887,10252,26082,3361,112961,680584,20477,8282,22559,31222,52528,97018,89694,150820,88491,119493,104462,132738,43139,382317,50034,66591,46929,65807,56501,2749627,2617679,2065702,933713,131948,645817,20112,1668021,1358275,1299992,1226129,1118057,144936,73863,58283,49829,26831,25506,8454,309746,283232,171861,139746,26514
Bangor,ME,128734,78895,78179,75163,3016,716,49839,65555,38557,38557,37150,7727,4397,17597,13950,73628,58933,6960,702,3241,845,2947,22.3,75163,28815,15264,15092,8617,7375,75163,1571,6466,3747,1542,10793,2826,1286,2529,3977,25711,7927,3408,3380,75163,58844,12308,3941,70,64096,2389,3848,8322,6596,10600,10880,7685,8451,2967,2358,50449,69161,46398,71119,22350,19215,17092,19640,5109,9753,2595,1820,9595,36444,967,401,2700,2567,5557,6362,6164,6933,2768,2025,73899,88664,30245,27652,31516,40526,31871,48709,40254,149935,135542,100316,58560,14393,29530,2120,91995,70317,68199,59253,53092,8200,8946,2118,1579,1001,815,539,21678,18890,10017,11542,2788
Barnstable Town,MA,185539,112629,111672,108192,3480,957,72910,97378,54691,54642,53009,7791,5005,22129,17370,106845,86977,6396,2068,2232,1220,7952,26.7,108192,43446,20402,25164,11224,7956,108192,424,10572,3954,2350,14500,4176,2220,7128,14373,25542,11299,5838,5816,108192,84202,13549,10138,303,96509,2978,2232,4792,5760,10222,16508,13381,20817,9511,10308,85042,111887,68793,101412,43521,22828,36585,39623,3356,12223,1376,4499,5052,61824,1103,541,1324,2260,5079,10036,8824,16298,7482,8877,104007,133450,50384,34685,51921,69739,41173,64182,49820,210490,204413,157841,98337,6077,34336,714,110175,90636,87857,84106,73158,13220,3751,2779,2533,1626,945,246,19539,18372,12042,7597,1167
Bay City,MI,84877,50415,50415,48131,2284,0,34462,43262,23654,23654,22769,6635,4680,13475,11303,47040,41516,2965,323,703,519,1014,24.4,48131,14925,8147,11386,5248,8425,48131,497,2696,8164,1235,5555,3067,941,2019,3289,12373,4130,2706,1459,48131,39796,5724,2594,17,44887,3261,1648,4084,5611,8077,7149,5973,5436,2210,1438,49610,67223,30924,70275,18805,19446,14374,20781,2970,9458,1231,2096,6184,27579,1020,588,1287,3113,3423,5545,4877,4305,2140,1281,67327,83071,29922,17308,32127,38160,33979,47736,40493,102295,97370,75723,43177,4925,21797,616,59703,46186,44549,41083,37141,5364,3466,1637,1451,449,1168,186,13517,12860,6421,7904,657
Beaumont,TX,308004,178495,178363,172596,5767,132,129509,153302,81342,81327,78580,28479,18103,57092,34910,170579,153601,10750,464,847,1182,3735,23.3,172596,53714,32241,35363,23766,27512,172596,2241,20283,26515,4519,19242,8163,1100,7769,14829,33577,14710,10193,9455,172596,140677,24990,6807,122,142135,11534,6157,13807,10951,18112,26683,17217,20349,8937,8388,58818,77185,109001,79861,47421,19025,31943,23612,6520,8142,2311,2485,17115,96159,5321,2062,5698,6505,12060,18522,13941,17267,7630,7153,72252,90598,29298,45976,32142,46521,35939,57088,35887,378361,309320,221063,126844,69041,98801,11617,223171,163451,158362,123122,117399,9347,35240,5089,2772,1669,1192,2317,59720,40384,24528,20062,19336
Beaver Dam,WI,72081,48435,48417,46413,2004,18,23646,34978,22854,22854,22041,4779,3685,13398,11268,45722,37346,4904,18,1273,420,1761,23.4,46413,13416,6838,8446,5234,12479,46413,1778,3782,12693,991,5569,2454,373,1661,2530,9311,2411,1111,1749,46413,39458,4582,2176,197,35104,1446,849,2746,3569,4624,7849,4697,6523,1983,818,61300,75835,27384,75932,12123,20483,8841,20925,856,11631,478,1684,3311,22797,503,174,1147,2026,2747,5089,3299,5519,1625,668,72360,86062,31237,12307,40479,50759,38910,52148,40607,84638,81424,64788,29472,3214,19129,466,50253,42936,41220,39390,36830,3440,1830,1716,1314,330,984,402,7317,6811,4440,3269,506
Beckley,WV,94552,47242,47145,43018,4127,97,47310,47680,21439,21439,19024,7642,3755,14285,9572,41420,32857,5324,50,1527,256,1406,24.9,43018,14046,11253,8522,4787,4410,43018,2015,2213,1922,411,5881,2835,704,765,2954,11684,5856,2505,3273,43018,32510,9007,1464,37,49117,4400,2941,7901,5182,6642,7044,8440,4722,639,1206,44785,59270,31783,58832,23220,19105,13605,22896,4615,8290,1636,1358,10789,33141,1406,1228,4105,3482,4576,5653,6647,4401,499,1144,58270,68858,25219,15976,23410,36608,28988,42934,35785,112108,104002,63693,61526,8106,25361,420,62327,41530,38106,33569,28539,8121,4537,3424,2248,881,1453,1176,20797,18912,8253,13485,1885
Bellingham,WA,189044,115803,115666,109586,6080,137,73241,96406,53998,53879,51093,12790,8135,29642,20016,106418,80508,8249,3066,2046,3839,8710,23.1,109586,42639,20674,19846,9861,16566,109586,2391,9061,12103,1907,13973,4511,1638,5156,10307,25078,10800,6601,6060,109586,83041,17783,8584,178,88794,4150,3041,7264,7626,8220,17753,14138,15270,6124,5208,69372,84870,66683,82258,29770,21027,23423,32363,5779,10326,2737,4796,9758,54023,1274,1341,2182,2147,3618,11455,10907,11655,5106,4338,87522,102241,33503,34771,40804,53731,34398,57263,41277,227894,212346,156811,89646,15548,47285,2108,139289,106230,101182,92355,82744,12764,8827,5048,4208,3013,1423,840,33059,29344,16771,14766,3715
Bend,OR,163583,103046,103046,96972,6074,0,60537,83286,49769,49769,47974,10222,7140,26253,20013,95437,67150,10935,740,2203,3055,11354,21.5,96972,39486,17478,20958,7786,11264,96972,2669,6483,8578,2130,12974,3083,1373,4889,10780,22199,11360,6101,4353,96972,74264,13312,9069,327,76528,5217,1865,3765,6538,9327,12658,11724,13546,6068,5820,71643,91480,56535,87419,26180,22772,22852,28499,3846,10982,1516,2788,6107,50256,1584,835,2078,2663,4935,9039,8271,11634,4565,4652,87855,104743,37159,26272,41253,55404,33290,55643,39872,196991,183278,138366,76410,13713,41458,1048,115145,92061,87200,78308,70780,11675,8892,4861,3997,2527,2044,864,23084,20175,12885,10059,2909
Billings,MT,145368,96183,96160,92939,3221,23,49185,73904,44913,44913,43453,11304,7633,27958,20073,91415,75973,7623,483,2373,1344,3619,19.9,92939,35626,16610,19954,10827,9922,92939,4226,7920,4222,2963,12622,4631,1725,4425,9478,24302,9254,3944,3227,92939,75803,10769,6216,151,78108,3200,2740,9410,5996,10184,15737,9178,11634,5355,4674,60962,86850,61583,88065,24637,19076,17049,23609,2678,8952,2222,2769,7472,47461,680,765,3714,2690,5410,9989,6861,8968,4075,4309,76327,107294,37253,30647,38218,51828,35606,56422,40607,179515,169294,121838,72540,10221,43245,697,103593,85317,82495,75290,66473,12112,7205,2822,2448,940,1522,374,18276,16350,9338,8020,1926
Binghamton,NY,197457,110608,110524,106522,4002,84,86849,100740,53167,53167,51403,14345,9028,28747,19681,103800,84653,8335,2452,3436,1778,3146,20.3,106522,40238,21499,22125,8763,13897,106522,812,6502,10971,2596,12660,4762,1045,4744,9416,34480,8248,5738,4548,106522,79438,21343,5583,158,99300,7123,5615,11021,9277,13800,18050,13792,12599,4299,3724,53768,69396,69937,69954,35969,20257,33654,23566,6531,9732,4571,2606,15458,59086,2895,1529,4031,4225,7693,11946,10163,9944,3321,3339,68731,83445,29133,40214,32691,45930,31985,50492,40115,235720,226410,157575,105610,9310,50678,1178,139511,100560,96843,90840,77150,16614,6003,3717,3222,1502,1831,495,38951,37395,21410,18596,1556
Birmingham,AL,868339,533706,532872,509059,23813,834,334633,459078,261731,261359,249572,76681,52313,158524,115483,502772,425533,41026,2326,6745,6935,20207,28.1,509059,207765,79063,105234,39515,77482,509059,2903,31798,59322,18707,51884,26526,8325,40186,54158,120759,42963,30240,21288,509059,413580,70167,24200,1112,428665,34481,20171,37640,41001,53259,74663,47895,65957,25795,27803,58366,82631,323857,84750,140352,20284,107991,27314,28174,9358,3867,4732,52541,279974,11192,7191,15235,22974,33086,50384,39050,53800,22133,24929,74961,99129,33131,148691,32130,49307,36427,52770,41771,1079159,983986,750626,370660,95173,263351,7752,640605,488109,466698,416428,400900,27714,50270,21411,11167,7486,4708,10244,152496,125971,77665,60876,26525
Bismarck,ND,102707,71617,71432,68699,2733,185,31090,51729,34225,34117,33069,9150,8298,19594,17743,68248,57493,5952,148,1325,1128,2202,18.3,68699,28082,13831,12584,6145,8057,68699,2653,5417,3068,1551,8024,4272,807,3213,5424,18551,5327,4879,5513,68699,50646,12832,4884,337,52396,1803,2818,3298,3568,6205,10000,7073,10598,3523,3510,70979,91851,41556,91680,15958,19442,13268,26096,1263,5103,1587,3267,2726,33284,30,913,833,1407,3343,6015,5528,8756,3178,3281,92321,113562,37657,19112,38733,51333,40625,57417,46087,126690,121124,104334,31651,5566,31212,918,74699,64921,62333,59306,57004,4244,3027,2588,2331,1509,822,257,9778,8555,6601,2757,1223
Blacksburg,VA,142395,79697,79374,76268,3106,323,62698,71059,38289,38218,36956,9261,5878,15381,10674,74680,60069,5795,1887,2352,1341,3236,20.9,76268,33581,12612,13286,6499,10290,76268,516,4145,8492,1066,9343,2946,1294,2640,6631,24836,7615,3703,3041,76268,54281,19506,2341,140,62114,6560,2670,4972,6577,6830,14382,6748,7266,3244,2865,56092,71751,45570,72159,20043,20261,17361,25397,2786,10035,972,3488,4859,35460,600,1207,1509,3202,2979,9357,4956,6298,2720,2632,71637,94430,28336,26654,29399,39721,27635,47999,39795,163954,153202,121457,51530,10752,32817,477,106068,72297,69638,62204,58779,4560,7434,2659,1476,988,488,1183,33771,32198,22474,11441,1573
Bloomington,IL,139016,85738,85494,83090,2404,244,53278,72623,42153,42153,41115,10780,8146,24138,19388,81728,66066,4828,1082,4150,1433,4169,18.1,83090,37553,15445,18646,3279,8167,83090,940,2804,3868,1307,8844,3569,438,14959,7534,23236,9550,3154,2887,83090,66612,13983,2400,95,65118,7563,1607,4516,3934,6654,10878,8574,11692,4821,4879,68784,88239,48701,88956,15426,19925,16941,44516,1266,11103,592,6796,5841,39947,1620,816,1522,1429,3307,5573,6519,10813,4171,4177,97607,114208,33809,25171,34599,45529,35224,62172,50584,170263,162033,134504,45114,8230,40893,2097,106661,79027,76952,73375,68583,5988,3577,2075,1754,1125,718,321,27634,25663,19619,7036,1971
Bloomington,IN,144550,87647,87525,83634,3891,122,56903,73002,42128,42128,39976,7999,5749,17456,12709,81958,58532,9858,2350,5301,1698,4219,20.9,83634,35519,15418,14791,6259,11647,83634,1044,4154,9905,878,8499,2747,1725,2740,4944,28260,10444,3518,4776,83634,60256,19647,3471,260,62229,5489,3041,8020,4722,7707,10795,8171,8352,2841,3091,52526,71799,48483,69901,17842,22057,14660,28303,2764,9874,48,-999999999,4094,33523,695,1019,1722,1388,3858,7025,5495,7089,2732,2500,79578,97917,27938,28706,26824,38908,23527,51308,40377,167884,157071,125167,49636,10813,36106,1687,108033,77610,74928,68064,61366,8242,6864,2682,2083,1672,411,599,30423,28817,21599,7897,1606
Bloomsburg,PA,69824,41139,40942,39997,945,197,28685,36636,20219,20219,19783,4906,3247,9427,7315,39995,33044,3124,302,930,603,1992,23.2,39997,14724,7820,6591,4357,6505,39997,677,2529,4790,642,3876,1859,272,1428,2076,14598,3700,1965,1585,39997,31545,5901,2470,81,33738,2459,1860,2622,3163,5161,5780,4764,4805,1815,1309,56672,74744,25282,77343,13331,18735,8825,23432,941,9252,471,1324,3171,21874,737,740,1365,1598,2861,4151,3601,4008,1631,1182,71637,90220,30596,11864,32752,42212,33851,50593,41749,81491,77379,61550,28813,4112,17399,851,48013,36921,36345,33743,31499,3062,2602,576,552,350,224,24,11092,10593,7120,4687,499
Bluefield,WV,87087,40330,40265,37015,3250,65,46757,44922,19447,19447,17706,6250,2879,11814,6720,36223,30752,2662,441,485,483,1400,25.1,37015,11934,7558,8041,3713,5769,37015,1003,2266,3355,789,5131,2092,415,1536,1963,10384,3535,2280,2266,37015,27154,7689,1861,311,43697,4941,3063,5467,4753,7464,8008,4689,3950,657,705,42713,51900,27471,53008,21992,18956,12713,18070,3668,10088,726,2745,7958,28615,1554,960,2498,3125,5871,6185,3763,3459,524,676,50970,62103,21979,15082,20363,28524,30407,41933,32252,102040,93994,55286,56357,8046,21562,735,57435,35446,32301,28535,24368,5246,3766,3145,2555,908,1647,590,21989,19034,8046,13353,2955
Boise City,ID,585076,383228,381697,368751,12946,1531,201848,293423,179774,179774,174251,54523,35970,121272,85029,365366,289984,29232,1569,7934,8723,27924,23,368751,145215,56243,86688,35385,45220,368751,8418,31994,37754,10637,46267,17437,6852,22017,38572,80386,36179,14986,17252,368751,294071,48755,24492,1433,275681,10009,7893,19046,25538,35010,56249,40857,44131,18155,18793,66466,88251,218884,86235,80795,20308,73530,25144,10933,10240,6253,2462,21830,190727,3767,2325,9144,12240,22713,40240,29860,36738,16647,17053,78279,102071,32955,84954,39645,53684,32530,50159,39678,738435,661756,542319,217122,76679,195106,10598,433160,348207,337257,291677,281301,20113,45580,10950,6881,5582,2091,4069,84953,68943,52769,24424,16010
Boston,MA,4033115,2802451,2798828,2695239,103589,3623,1230664,2090878,1369370,1369216,1319272,289681,215541,621804,486128,2649813,1747583,182912,353924,148126,67838,149430,32.6,2695239,1385668,430260,490933,166124,222254,2695239,8666,145875,228393,51584,257512,115303,67435,208150,449868,719601,234967,110171,97714,2695239,2224294,318661,146328,5956,1855763,90460,62449,104734,96346,147603,249501,220811,339577,218769,325513,94430,129070,1495112,133228,520957,20373,406667,33079,85448,9782,46538,3343,167161,1160125,25428,16828,37285,45604,79323,137411,137252,244412,166670,269912,119950,155126,50421,695638,56875,80453,49592,74208,61398,4827034,4674529,3713565,1560370,152505,1019432,15551,3041939,2543132,2452421,2353806,2118337,293059,98615,90711,80254,46909,37554,10457,498807,474632,308464,203175,24175
Boulder,CO,272579,188231,188131,181272,6859,100,84348,135680,87587,87587,84855,17473,12046,41459,31904,178216,116253,13129,9787,6665,7921,24461,23.9,181272,100668,28301,29051,9378,13874,181272,2023,8539,18727,3343,15929,5477,6835,7923,35617,45027,18235,7755,5842,181272,138616,28518,13802,336,131854,7674,3423,7703,6627,11808,19353,18061,22367,13852,20986,88535,125894,109236,117091,30191,21519,28896,47765,3040,9359,2724,1378,6840,74958,1894,627,2196,2271,4679,11085,10270,16077,9586,16273,112791,158078,51415,56896,57077,80648,37902,70740,60929,324094,306681,260457,79060,17413,69309,3228,208123,170216,164638,153829,145013,12444,10809,5578,4965,4346,735,613,37907,35530,29870,6989,2377
Bowling Green,KY,140134,90223,90161,85884,4277,62,49911,71700,42647,42647,40581,12325,7397,26883,17948,82768,68977,8417,145,1925,870,2434,23,85884,31421,13530,16162,8109,16662,85884,1472,6173,11765,2971,10323,4781,341,3681,6762,22146,10635,3129,1705,85884,69078,12136,4302,368,66318,4902,3929,5606,7941,9708,13360,8375,7777,2353,2367,51198,71340,51790,71425,19205,18351,15100,25105,3538,8456,863,2581,6117,43447,1575,1276,2745,4095,6292,9946,6666,6574,2114,2164,63142,87176,27380,22871,30048,38831,27418,46414,36498,175014,162049,114913,67475,12965,46033,1021,105872,80739,77060,68840,61131,9225,8220,3679,2446,1027,1549,1233,25133,22697,12530,12660,2436
Bozeman,MT,95278,68949,68949,66453,2496,0,26329,44892,31291,31291,30008,6515,4498,14633,9699,65363,46100,6273,164,3642,2976,6208,19.8,66453,30141,11343,11824,7173,5972,66453,2111,6700,3997,1724,9251,1990,702,3520,8435,14159,9231,2832,1801,66453,50542,9454,6375,82,46990,1924,1713,3359,3845,4422,8063,7407,9811,3161,3285,75418,97931,40922,83903,10426,18102,9812,31453,779,11563,884,1452,1440,24901,355,247,776,1085,2160,3257,5273,6825,2162,2761,94184,126218,40788,22089,50229,63644,32242,51552,41846,114068,104695,87792,31025,9373,24346,2010,74418,62588,60657,54782,51176,5324,5875,1931,1265,913,548,666,11830,11008,8308,3590,822
Brainerd,MN,76741,47289,47193,45702,1491,96,29452,38547,22585,22554,21914,6153,4866,13160,10881,45035,35876,4125,61,1465,545,2963,22.3,45702,16304,8775,9132,4934,6557,45702,880,4281,4265,972,5830,2100,728,2961,3372,11144,5376,1893,1900,45702,35783,6386,3478,55,42098,2323,1419,4032,4266,5316,9548,5654,6082,1966,1492,58222,73057,30912,69477,15893,21009,12734,26823,2029,9503,1416,2655,3331,27680,954,320,1641,2708,3138,5877,4745,5293,1760,1244,71272,85437,32112,14418,34280,44557,34528,48868,39283,93779,87568,64749,42058,6211,21047,728,50532,41147,39993,35726,31026,6014,4267,1154,992,291,712,162,9385,8594,4600,4886,791
Bremerton,WA,222375,140569,123655,118480,5175,16914,81806,109484,59823,57633,55201,17730,9930,34604,22338,133545,94661,7578,14059,7292,2508,7447,31.7,118480,49548,20828,23741,11304,13059,118480,1006,7333,11957,1174,13109,5999,1624,5983,14792,24102,13573,4702,13126,118480,78923,32123,7283,151,107525,3948,2506,6018,5084,11066,22174,16596,22161,8801,9171,79624,97436,84145,92213,34503,20530,36407,31990,4006,10438,1817,2194,8414,73672,2264,436,2813,2770,5499,14004,12889,17207,7330,8460,92222,111391,39068,33853,51242,61448,41214,58412,47950,253152,240823,201760,88363,12329,58268,2005,145699,112488,108441,101356,94344,12167,7085,4047,3240,1855,1715,807,33211,30843,22211,11473,2368
Bridgeport,CT,758116,506933,506820,479796,27024,113,251183,393168,238145,238145,226884,60194,45343,142429,98184,470950,335634,38336,49352,11798,6424,29406,32.2,479796,226458,82478,99118,34320,37422,479796,1260,33808,35670,12995,46486,19351,10532,57731,75452,107738,42972,24479,11322,479796,393140,48158,37258,1240,340557,14141,11168,21045,16360,29399,45744,35139,53329,36748,77484,97053,159703,276317,161069,104337,22814,76102,34602,15143,10218,5685,4146,28194,235576,5423,4828,10475,8530,17528,28257,23345,38805,29912,68473,122271,190461,58815,104981,55221,84005,47222,80103,61774,935374,850131,634790,309071,85243,222520,14760,563320,458067,434296,387960,342291,51727,46336,23771,20025,12045,9331,3746,105253,86498,55560,35191,18755
Brownsville,TX,311060,177566,177286,169450,7836,280,133494,161884,82684,82684,79627,38838,23043,81507,52720,167997,140025,13558,1585,2704,660,9465,19,169450,46391,44008,37679,21050,20322,169450,3331,14967,13352,2490,19484,9108,1540,6679,13946,51526,16077,9388,7562,169450,122976,27858,18175,441,129307,11984,10570,18011,16897,16371,20397,13785,14482,3341,3469,41123,57625,99370,59216,42224,14905,20938,23760,11415,8974,2929,3039,33977,100868,5729,7131,13135,12799,13140,16636,12094,13791,3193,3220,48112,63670,18431,28439,21755,32485,24461,36352,30035,421397,294985,152719,164071,126412,134822,23765,229005,166135,159257,95165,86213,10575,64092,6878,1919,1023,896,4959,62870,31596,15266,17780,31274
