City,State,Population,Population Male,Population Female,Sex Ratio Males per 100 Females,Under 5 Years,5 to 9 years,10 to 14 years,15 to 19 Years,20 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years or Over,Median Age,Under 18 Years,18 Years and Over,21 Years and Over,62 Years and Over,65 Years and Over,Males 18 Years and Over,Females 18 Years and Over,18 and Over Sex Ratio 1 Male to 100 Females,Males 65 Years and Over,Females 65 Years and Over,65 and Over Sex Ratio 1 Male to 100 Females,Single Race Population,Multiracial Population,White Population,Black or African American Population,American Indian and Alaska Native,Cherokee Tribal Grouping,Chippewa Tribal Grouping,Navajo Tribal Grouping,Sioux Tribal Grouping,Asian Population,Asian Indian Population,Chinese Population,Filipino Population,Japanese Population,Korean Population,Vietnamese Population,Other Asian Population,Native Hawaiian and Other Pacific Islander Population,Native Hawaiian Population,Guamanian or Chamorro Population,Samoan Population,Other Pacific Islander Population,Other Race Population,White and Black or African American Multiracial Population,White and American Indian and Alaskan Native Multiracial Population,White and Asian Multiracial Population,Black or African American and American Indian and Alaskan Native Multiracial Population,Hispanic or Latino Population,Mexican Population,Puerto Rican Population,Cuban Population,Other Hispanic or Latino Population,Elligible Voter Population,Elligible Male Voter Population,Elligible Female Voter Population
Panama City,FL,174705,85830,88875,96.6,9497,9147,10645,9587,9769,23211,21012,23238,14463,11851,19043,10247,2995,41.4,35918,138787,133745,39239,32285,67857,70930,95.7,14669,17616,83.3,168231,6474,141875,17297,342,-999999999,-999999999,-999999999,-999999999,4001,783,49,645,59,341,1220,904,1419,-999999999,-999999999,-999999999,-999999999,3297,1656,1844,1007,41,11637,3546,2437,956,4698,134621,66022,68599
Parkersburg,WV,89676,43637,46039,94.8,5070,3880,6190,5157,4660,10048,11037,12059,5912,7041,10681,6091,1850,43.8,18500,71176,68065,22926,18622,34244,36932,92.7,8365,10257,81.6,89068,608,85762,1060,1733,-999999999,-999999999,-999999999,-999999999,373,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,140,-999999999,-999999999,-999999999,-999999999,406,-999999999,-999999999,-999999999,-999999999,70824,34085,36739
Pensacola,FL,502629,250822,251807,99.6,29538,29360,30917,30484,36276,73519,57792,60639,36882,31415,51474,25225,9108,38.3,106424,396205,375046,105949,85807,196550,199655,98.4,37579,48228,77.9,477085,25544,372277,82101,1359,-999999999,-999999999,-999999999,-999999999,12444,417,1520,5367,487,774,2712,1167,666,-999999999,-999999999,-999999999,-999999999,8238,6681,6283,4852,447,29752,9821,7298,3798,8835,385713,191185,194528
Peoria,IL,400912,196167,204745,95.8,24895,25082,26057,25798,22915,48656,49488,48496,25297,28071,43582,23220,9355,40.7,92196,308716,294763,93260,76157,149854,158862,94.3,33450,42707,78.3,391295,9617,341730,35947,355,-999999999,-999999999,-999999999,-999999999,9365,3068,1676,1563,78,1372,867,741,13,-999999999,-999999999,-999999999,-999999999,3885,6294,918,878,43,14709,11222,425,28,3034,302948,146601,156347
Philadelphia,PA,6102434,2951168,3151266,93.7,350014,352287,385453,384899,380787,874363,766861,773606,417328,416628,575212,294697,130299,38.9,1314182,4788252,4556199,1246000,1000208,2280853,2507399,91,429242,570966,75.2,5922992,179442,3997562,1286389,15014,-999999999,-999999999,-999999999,-999999999,374051,131160,89767,27797,3819,37946,29838,53724,2454,1119,228,429,678,247522,73661,11001,37292,10350,601242,116396,288811,13142,182893,4526354,2148744,2377610
Phoenix,AZ,4948203,2458485,2489718,98.7,301609,311839,344258,328382,321021,719400,644800,606828,300579,277354,458831,252505,80797,37.2,1155012,3793191,3598065,953345,792133,1869331,1923860,97.2,359669,432464,83.2,4765531,182672,3914083,287392,118393,1294,518,42213,1130,198943,65328,33782,36977,7264,11175,18613,25804,11242,2188,2285,3157,3612,235478,46385,24219,44582,4944,1551131,1343343,34511,12582,160695,3422057,1682414,1739643
Pine Bluff,AR,89437,45385,44052,103,5227,5641,4696,4740,6642,12433,10803,11265,5899,6485,9551,4356,1699,39.8,18618,70819,67820,19557,15606,36435,34384,106,6987,8619,81.1,87828,1609,41846,42897,181,-999999999,-999999999,-999999999,-999999999,367,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1089,-999999999,-999999999,-999999999,-999999999,1448,-999999999,-999999999,-999999999,-999999999,1707,-999999999,-999999999,-999999999,-999999999,69922,36095,33827
Pinehurst,NC,100880,48802,52078,93.7,6223,5550,5800,5671,4113,12885,11363,11399,6432,6805,13080,8484,3075,43.4,21306,79574,76385,28650,24639,37765,41809,90.3,10784,13855,77.8,99280,1600,81646,12124,731,-999999999,-999999999,-999999999,-999999999,1454,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,175,-999999999,-999999999,-999999999,-999999999,3150,865,178,468,0,7156,-999999999,-999999999,-999999999,-999999999,76509,35918,40591
Pittsburgh,PA,2317600,1128771,1188829,94.9,117503,122764,119275,131738,133671,313826,270653,287554,162096,183647,268114,136390,70369,42.9,435787,1881813,1799262,586267,474873,906688,975125,93,206371,268502,76.9,2257738,59862,1997969,189905,1677,-999999999,-999999999,-999999999,-999999999,56803,20583,12215,3247,1449,3997,2570,12742,528,-999999999,-999999999,-999999999,-999999999,10856,31809,5893,11181,1912,43672,15169,8134,2129,18240,1837359,881909,955450
Pittsfield,MA,124944,60981,63963,95.3,5232,4997,5960,8059,8453,12954,13456,15623,9430,10707,17193,8471,4409,47.7,20849,104095,98426,36416,30073,49654,54441,91.2,13476,16597,81.2,120852,4092,111686,3863,173,-999999999,-999999999,-999999999,-999999999,2121,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,3009,2429,369,569,4,6423,849,2508,194,2872,101919,48630,53289
Plattsburgh,NY,80485,41294,39191,105.4,3666,3910,3963,5686,7255,10240,9973,10132,5666,5941,8192,4008,1853,40.6,13805,66680,61103,17202,14053,34497,32183,107.2,6487,7566,85.7,79177,1308,73558,3007,386,-999999999,-999999999,-999999999,-999999999,1261,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,965,465,249,108,0,2402,-999999999,-999999999,-999999999,-999999999,64462,33651,30811
Pocatello,ID,94588,47790,46798,102.1,7147,6543,5881,7581,6248,13509,12086,10836,5025,5940,8315,4447,1030,35.2,24268,70320,66460,17425,13792,34710,35610,97.5,6445,7347,87.7,90995,3593,83870,729,2301,-999999999,-999999999,-999999999,-999999999,1826,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,12,-999999999,-999999999,-999999999,-999999999,2257,472,1219,299,0,9415,-999999999,-999999999,-999999999,-999999999,68419,34016,34403
Ponce,PR,217403,104370,113033,92.3,8096,10695,14253,15062,15334,26215,25866,26370,14360,14880,25090,15806,5376,42.3,40998,176405,166005,55748,46272,83657,92748,90.2,20202,26070,77.5,183501,33902,159801,15717,82,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,7901,32225,125,0,21,215515,841,213515,3,1156,175218,83322,91896
Port Angeles,WA,77331,38316,39015,98.2,3116,3973,3716,3465,2789,8469,8196,7368,4122,8518,13857,7564,2178,51.8,12917,64414,62776,27571,23599,31670,32744,96.7,10968,12631,86.8,74503,2828,67038,214,4794,-999999999,-999999999,-999999999,-999999999,1243,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1214,176,1177,927,34,5076,-999999999,-999999999,-999999999,-999999999,63387,31160,32227
Portland,ME,538500,259838,278662,93.2,25002,26831,27918,31523,29144,71656,64449,71502,41329,40600,64325,29158,15063,43.8,98278,440222,422078,131858,108546,210677,229545,91.8,47845,60701,78.8,527878,10622,501087,12657,2564,-999999999,-999999999,-999999999,-999999999,9451,1365,1804,1235,325,415,1137,3170,86,-999999999,-999999999,-999999999,-999999999,2033,2340,2502,3892,65,10542,2092,2808,791,4851,429373,205553,223820
Portland,OR,2493221,1234751,1258470,98.1,136870,142887,154780,143223,145961,386775,371436,322885,152201,151374,239477,102015,43337,38.4,524712,1968509,1888148,473813,384829,966417,1002092,96.4,173529,211300,82.1,2364555,128666,2001265,71498,18674,2493,395,262,608,174200,22610,41035,18709,11781,18045,34748,27272,13453,2066,2101,733,8553,85465,27395,26111,37423,452,309230,243757,9019,3150,53304,1832246,898274,933972
Port St. Lucie,FL,489297,239008,250289,95.5,22695,22314,29468,26140,23367,52294,52319,55948,34830,37354,68828,48740,15000,48.2,90135,399162,382526,155850,132568,195111,204051,95.6,62072,70496,88.1,474244,15053,380475,71826,1681,-999999999,-999999999,-999999999,-999999999,9343,1084,1064,3055,422,173,1796,1749,315,-999999999,-999999999,-999999999,-999999999,10604,10291,1274,811,357,88154,25318,21551,10985,30300,369305,178020,191285
Portsmouth,OH,75314,36942,38372,96.3,4627,5101,3782,4482,4621,10036,8706,9860,6510,3743,7937,4462,1447,40.2,16299,59015,56688,16212,13846,28535,30480,93.6,6101,7745,78.8,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1049,-999999999,-999999999,-999999999,-999999999,58851,28422,30429
Pottsville,PA,141359,72776,68583,106.1,6732,7292,8602,7548,6997,17007,17006,19990,10551,10220,16698,8002,4714,44.7,27661,113698,109827,34776,29414,58380,55318,105.5,13125,16289,80.6,139457,1902,133171,4857,254,-999999999,-999999999,-999999999,-999999999,563,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,81,-999999999,-999999999,-999999999,-999999999,531,619,396,118,0,7348,1254,3216,431,2447,112395,57921,54474
Poughkeepsie,NY,679158,340268,338890,100.4,38471,41465,44858,50155,49888,79206,80805,91502,48504,46115,63043,32801,12345,39.3,152698,526460,491989,135956,108189,260961,265499,98.3,48173,60016,80.3,653908,25250,516266,77944,1937,-999999999,-999999999,-999999999,-999999999,20996,7881,4745,1828,1026,2260,1048,2208,649,-999999999,-999999999,-999999999,-999999999,36116,8170,2437,3716,748,120962,26966,53103,4209,36684,501305,246546,254759
Prescott Valley,AZ,235099,115634,119465,96.8,9221,10399,10645,12850,10043,19717,20965,24313,16880,22936,46725,23364,7041,54.7,37167,197932,188906,89866,77130,95826,102106,93.8,36552,40578,90.1,230281,4818,209030,2020,4526,-999999999,-999999999,-999999999,-999999999,2543,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,51,-999999999,-999999999,-999999999,-999999999,12111,507,1148,1155,20,34642,26493,807,483,6859,189559,92791,96768
Providence,RI,1624578,791170,833408,94.9,84072,78506,98422,107437,109892,221823,193782,213918,113874,117639,164468,79907,40838,40.4,319297,1305281,1228359,355898,285213,627251,678030,92.5,122919,162294,75.7,1564107,60471,1307849,106436,5155,-999999999,-999999999,-999999999,-999999999,50345,11780,9404,3080,2123,2699,2479,18780,339,-999999999,-999999999,-999999999,-999999999,93983,19809,6385,10328,1108,221210,13792,77432,2832,127154,1224315,583794,640521
Provo,UT,649603,327321,322282,101.6,59576,58741,60455,61546,81293,94388,82627,54989,22024,22446,30332,15285,5901,25.3,214036,435567,396575,64669,51518,217945,217622,100.1,23617,27901,84.6,624717,24886,594502,3149,3099,-999999999,-999999999,-999999999,-999999999,8780,1363,2753,908,1245,567,351,1593,6171,361,161,2554,3095,9016,3769,2575,7308,356,78060,51361,1341,169,25189,412436,206694,205742
Pueblo,CO,168424,82793,85631,96.7,9248,10247,11021,11347,10183,21977,20773,19608,10568,11773,18410,10055,3214,39.8,37413,131011,123901,38667,31679,63723,67288,94.7,14419,17260,83.5,160744,7680,137775,4327,6434,-999999999,-999999999,-999999999,-999999999,1435,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,221,-999999999,-999999999,-999999999,-999999999,10552,1259,1828,1063,424,72728,44814,1029,975,25910,127627,61761,65866
Punta Gorda,FL,188910,91322,97588,93.6,5295,7477,5831,5792,5931,14987,14661,18866,14990,17165,40929,26303,10683,60.2,22357,166553,163404,87952,77915,79698,86855,91.8,36257,41658,87,186478,2432,168816,10244,834,-999999999,-999999999,-999999999,-999999999,2523,429,1016,468,42,87,481,0,195,-999999999,-999999999,-999999999,-999999999,3866,991,369,328,0,14591,1688,5921,1891,5091,159653,76440,83213
Quincy,IL,76265,37313,38952,95.8,4714,4726,4900,4324,4458,9620,9128,8475,5146,5768,7555,5290,2161,40.8,16605,59660,56862,18200,15006,29106,30554,95.3,6759,8247,82,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1209,-999999999,-999999999,-999999999,-999999999,59456,29024,30432
Racine,WI,196311,97480,98831,98.6,11537,12100,13369,12318,12266,22020,24650,25811,14239,14422,20145,9629,3805,41.1,45082,151229,144264,42143,33579,74188,77041,96.3,15165,18414,82.4,189386,6925,157426,22830,1243,-999999999,-999999999,-999999999,-999999999,2726,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,5161,2775,373,278,811,26754,19765,4270,380,2339,145585,71290,74295
Raleigh,NC,1390785,677847,712938,95.1,83226,88921,101043,99401,82874,196735,203191,196865,90629,74777,106430,49703,16990,37.3,330735,1060050,1000862,213124,173123,510450,549600,92.9,75109,98014,76.6,1356237,34548,924216,282213,6262,-999999999,-999999999,-999999999,-999999999,86115,42950,15043,5282,1150,5426,5773,10491,262,-999999999,-999999999,-999999999,-999999999,57169,13099,3254,7889,548,151259,70014,19791,4690,56764,968092,462246,505846
Rapid City,SD,142191,72601,69590,104.3,8164,8803,9510,8374,9311,18250,16363,16204,10730,10239,16191,6106,3946,40.2,32011,110180,105914,33023,26243,55679,54501,102.2,12394,13849,89.5,136200,5991,120667,2426,10889,-999999999,-999999999,-999999999,-999999999,1557,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,140,-999999999,-999999999,-999999999,-999999999,521,606,3416,789,238,7229,-999999999,-999999999,-999999999,-999999999,108993,55259,53734
Reading,PA,421164,207400,213764,97,24098,25762,27224,29262,27393,52567,48799,53826,29056,28964,42477,22096,9640,39.9,93619,327545,307607,90698,74213,159366,168179,94.8,33117,41096,80.6,411678,9486,338473,26533,961,-999999999,-999999999,-999999999,-999999999,6574,1944,731,475,74,843,1667,840,208,-999999999,-999999999,-999999999,-999999999,38929,4487,603,746,119,94556,10133,50003,850,33570,316613,154891,161722
Red Bluff,CA,65084,32691,32393,100.9,3084,3350,6143,4965,1791,8096,9099,6619,2697,5987,7540,4639,1074,40.4,15427,49657,47197,17034,13253,24458,25199,97.1,6480,6773,95.7,61046,4038,55148,224,472,-999999999,-999999999,-999999999,-999999999,1166,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,46,-999999999,-999999999,-999999999,-999999999,3990,506,2357,95,0,16776,-999999999,-999999999,-999999999,-999999999,47296,23829,23467
Redding,CA,180080,89171,90909,98.1,10374,11575,9891,10370,10366,22996,20956,19988,13229,12340,22878,10454,4663,41,38818,141262,136450,45204,37995,69094,72168,95.7,17324,20671,83.8,171791,8289,154887,1878,4027,-999999999,-999999999,-999999999,-999999999,6316,1253,1593,1016,163,136,211,1944,550,-999999999,-999999999,-999999999,-999999999,4133,1515,3710,1088,127,18936,12915,600,192,5229,138373,67525,70848
Reno,NV,475290,239838,235452,101.9,26973,26740,31197,28582,31330,71212,59327,57076,30892,31511,50495,24288,5667,38.6,101650,373640,353809,99132,80450,187863,185777,101.1,38310,42140,90.9,456717,18573,356807,11519,7777,410,0,99,329,26966,4931,3441,11412,2370,2117,760,1935,3151,1151,0,467,1533,50497,4067,3171,5040,242,117884,93155,3789,810,20130,339725,170292,169433
Richmond,IN,65884,31565,34319,92,4259,4357,3674,4502,3958,7374,7587,7924,4826,4702,7136,4299,1286,40.5,14854,51030,47875,15281,12721,24175,26855,90,5359,7362,72.8,63903,1981,58138,2978,1329,-999999999,-999999999,-999999999,-999999999,1004,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,454,-999999999,-999999999,-999999999,-999999999,2130,-999999999,-999999999,-999999999,-999999999,49708,23379,26329
Rockford,IL,336116,164128,171988,95.4,20615,21588,22471,22707,20771,40589,39819,42766,23935,21114,35243,16963,7535,39.8,78930,257186,245656,71678,59741,123429,133757,92.3,26476,33265,79.6,325505,10611,267198,39660,522,-999999999,-999999999,-999999999,-999999999,8203,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,9922,6313,1154,1546,75,50367,42452,2837,413,4665,243606,117671,125935
Rocky Mount,NC,145770,70080,75690,92.6,8262,7845,10229,9168,9234,16258,16945,17600,10926,11125,17426,8248,2504,42.2,32108,113662,108996,34329,28178,52994,60668,87.4,11929,16249,73.4,142145,3625,67598,67892,419,-999999999,-999999999,-999999999,-999999999,321,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,48,-999999999,-999999999,-999999999,-999999999,5867,1653,465,531,155,9493,-999999999,-999999999,-999999999,-999999999,111465,51694,59771
Rome,GA,98498,47831,50667,94.4,5216,7596,5629,7870,6145,12670,10601,14601,6186,4971,10112,4856,2045,38.2,22730,75768,70027,20146,17013,35629,40139,88.8,7607,9406,80.9,94150,4348,75873,12954,0,-999999999,-999999999,-999999999,-999999999,722,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,4601,-999999999,-999999999,-999999999,-999999999,11416,-999999999,-999999999,-999999999,-999999999,71527,33496,38031
Roseburg,OR,110980,54265,56715,95.7,5402,5011,7381,5638,5010,12133,12297,12345,7656,8618,16606,8950,3933,47.5,21367,89613,86264,35262,29489,43378,46235,93.8,13695,15794,86.7,105181,5799,102711,370,784,-999999999,-999999999,-999999999,-999999999,844,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,148,-999999999,-999999999,-999999999,-999999999,324,105,3939,1058,0,6732,4245,1117,0,1370,88982,43133,45849
Roswell,NM,64615,31959,32656,97.9,4153,4263,5919,5610,2761,8545,7892,7242,4264,3647,6113,2916,1290,36.6,16788,47827,44370,12191,10319,23703,24124,98.3,4633,5686,81.5,63562,1053,56610,1464,350,-999999999,-999999999,-999999999,-999999999,928,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,4210,350,142,0,0,37376,-999999999,-999999999,-999999999,-999999999,43986,21606,22380
Russellville,AR,85413,40437,44976,89.9,5008,5834,5678,6694,7227,9747,9424,9846,6530,5674,8068,3998,1685,38.2,19926,65487,59329,16324,13751,31331,34156,91.7,6091,7660,79.5,83685,1728,73024,3386,525,-999999999,-999999999,-999999999,-999999999,702,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,6048,-999999999,-999999999,-999999999,-999999999,12568,-999999999,-999999999,-999999999,-999999999,60725,29392,31333
Sacramento,CA,2363730,1156456,1207274,95.8,139216,150420,153568,152200,154953,336443,314810,289191,153494,145777,221380,108670,43608,37.8,534049,1829681,1735921,459623,373658,884364,945317,93.6,165424,208234,79.4,2201768,161962,1514143,164447,17986,-999999999,-999999999,-999999999,-999999999,325913,55330,72572,69957,11946,9740,38087,68281,21051,1560,1809,2313,15369,158228,33696,19813,52305,2951,519915,412975,17360,3572,86008,1663456,800631,862825
Saginaw,MI,190539,92707,97832,94.8,10944,12186,10462,12176,12305,24168,20400,23749,13067,13928,21204,11071,4879,40.9,40712,149827,141608,44378,37154,71885,77942,92.2,16162,20992,77,185455,5084,144761,35251,752,-999999999,-999999999,-999999999,-999999999,2517,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,2174,2450,962,515,0,16517,-999999999,-999999999,-999999999,-999999999,148154,71046,77108
Richmond,VA,1290866,628403,662463,94.9,72136,75631,79518,81304,81012,185169,169103,164751,86301,88021,125946,57384,24590,39.1,274935,1015931,967626,259424,207920,483126,532805,90.7,88544,119376,74.2,1252185,38681,773554,384547,3006,-999999999,-999999999,-999999999,-999999999,50213,19946,6525,4961,933,4398,6232,7218,321,-999999999,-999999999,-999999999,-999999999,40544,15368,2747,9231,3800,85506,19321,13415,2994,49776,964870,456732,508138
